,id,name,height,weight,evolves-from,hp,attack,defense,special-attack,special-defense,speed,base-stat-total,primary-type,secondary-type
765,766,Passimian,20,828,,100,120,90,40,60,80,490,fighting,
766,767,Wimpod,5,120,,25,35,40,20,30,80,230,bug,water
767,768,Golisopod,20,1080,Wimpod,75,125,140,60,90,40,530,bug,water
768,769,Sandygast,5,700,,55,55,80,70,45,15,320,ghost,ground
769,770,Palossand,13,2500,Sandygast,85,75,110,100,75,35,480,ghost,ground
770,771,Pyukumuku,3,12,,55,60,130,30,130,5,410,water,
771,772,Type-Null,19,1205,,95,95,95,95,95,59,534,normal,
772,773,Silvally,23,1005,Type-Null,95,95,95,95,95,95,570,normal,
773,774,Minior-Red-Meteor,3,400,,60,60,100,60,100,60,440,rock,flying
774,775,Komala,4,199,,65,115,65,75,95,65,480,normal,
775,776,Turtonator,20,2120,,60,78,135,91,85,36,485,fire,dragon
776,777,Togedemaru,3,33,,65,98,63,40,73,96,435,electric,steel
777,778,Mimikyu-Disguised,2,7,,55,90,80,50,105,96,476,ghost,fairy
778,779,Bruxish,9,190,,68,105,70,70,70,92,475,water,psychic
779,780,Drampa,30,1850,,78,60,85,135,91,36,485,normal,dragon
780,781,Dhelmise,39,2100,,70,131,100,86,90,40,517,ghost,grass
781,782,Jangmo-O,6,297,,45,55,65,45,45,45,300,dragon,
782,783,Hakamo-O,12,470,Jangmo-O,55,75,90,65,70,65,420,dragon,fighting
783,784,Kommo-O,16,782,Hakamo-O,75,110,125,100,105,85,600,dragon,fighting
784,785,Tapu-Koko,18,205,,70,115,85,95,75,130,570,electric,fairy
785,786,Tapu-Lele,12,186,,70,85,75,130,115,95,570,psychic,fairy
786,787,Tapu-Bulu,19,455,,70,130,115,85,95,75,570,grass,fairy
787,788,Tapu-Fini,13,212,,70,75,115,95,130,85,570,water,fairy
788,789,Cosmog,2,1,,43,29,31,29,31,37,200,psychic,
789,790,Cosmoem,1,9999,Cosmog,43,29,131,29,131,37,400,psychic,
790,791,Solgaleo,34,2300,Cosmoem,137,137,107,113,89,97,680,psychic,steel
791,792,Lunala,40,1200,Cosmoem,137,113,89,137,107,97,680,psychic,ghost
792,793,Nihilego,12,555,,109,53,47,127,131,103,570,rock,poison
793,794,Buzzwole,24,3336,,107,139,139,53,53,79,570,bug,fighting
794,795,Pheromosa,18,250,,71,137,37,137,37,151,570,bug,fighting
795,796,Xurkitree,38,1000,,83,89,71,173,71,83,570,electric,
796,797,Celesteela,92,9999,,97,101,103,107,101,61,570,steel,flying
797,798,Kartana,3,1,,59,181,131,59,31,109,570,grass,steel
798,799,Guzzlord,55,8880,,223,101,53,97,53,43,570,dark,dragon
799,800,Necrozma,24,2300,,97,107,101,127,89,79,600,psychic,
800,801,Magearna,10,805,,80,95,115,130,115,65,600,steel,fairy
801,802,Marshadow,7,222,,90,125,80,90,90,125,600,fighting,ghost
802,803,Poipole,6,18,,67,73,67,73,67,73,420,poison,
803,804,Naganadel,36,1500,Poipole,73,73,73,127,73,121,540,poison,dragon
804,805,Stakataka,55,8200,,61,131,211,53,101,13,570,rock,steel
805,806,Blacephalon,18,130,,53,127,53,151,79,107,570,fire,ghost
806,807,Zeraora,15,445,,88,112,75,102,80,143,600,electric,
807,808,Meltan,2,80,,46,65,65,55,35,34,300,steel,
808,809,Melmetal,25,8000,,135,143,143,80,65,34,600,steel,
809,810,Grookey,3,50,,50,65,50,40,40,65,310,grass,
810,811,Thwackey,7,140,Grookey,70,85,70,55,60,80,420,grass,
811,812,Rillaboom,21,900,Thwackey,100,125,90,60,70,85,530,grass,
812,813,Scorbunny,3,45,,50,71,40,40,40,69,310,fire,
813,814,Raboot,6,90,Scorbunny,65,86,60,55,60,94,420,fire,
814,815,Cinderace,14,330,Raboot,80,116,75,65,75,119,530,fire,
815,816,Sobble,3,40,,50,40,40,70,40,70,310,water,
816,817,Drizzile,7,115,Sobble,65,60,55,95,55,90,420,water,
817,818,Inteleon,19,452,Drizzile,70,85,65,125,65,120,530,water,
818,819,Skwovet,3,25,,70,55,55,35,35,25,275,normal,
819,820,Greedent,6,60,Skwovet,120,95,95,55,75,20,460,normal,
820,821,Rookidee,2,18,,38,47,35,33,35,57,245,flying,
821,822,Corvisquire,8,160,Rookidee,68,67,55,43,55,77,365,flying,
822,823,Corviknight,22,750,Corvisquire,98,87,105,53,85,67,495,flying,steel
823,824,Blipbug,4,80,,25,20,20,25,45,45,180,bug,
824,825,Dottler,4,195,Blipbug,50,35,80,50,90,30,335,bug,psychic
825,826,Orbeetle,4,408,Dottler,60,45,110,80,120,90,505,bug,psychic
826,827,Nickit,6,89,,40,28,28,47,52,50,245,dark,
827,828,Thievul,12,199,Nickit,70,58,58,87,92,90,455,dark,
828,829,Gossifleur,4,22,,40,40,60,40,60,10,250,grass,
829,830,Eldegoss,5,25,Gossifleur,60,50,90,80,120,60,460,grass,
830,831,Wooloo,6,60,,42,40,55,40,45,48,270,normal,
831,832,Dubwool,13,430,Wooloo,72,80,100,60,90,88,490,normal,
832,833,Chewtle,3,85,,50,64,50,38,38,44,284,water,
833,834,Drednaw,10,1155,Chewtle,90,115,90,48,68,74,485,water,rock
834,835,Yamper,3,135,,59,45,50,40,50,26,270,electric,
835,836,Boltund,10,340,Yamper,69,90,60,90,60,121,490,electric,
836,837,Rolycoly,3,120,,30,40,50,40,50,30,240,rock,
837,838,Carkol,11,780,Rolycoly,80,60,90,60,70,50,410,rock,fire
838,839,Coalossal,28,3105,Carkol,110,80,120,80,90,30,510,rock,fire
839,840,Applin,2,5,,40,40,80,40,40,20,260,grass,dragon
840,841,Flapple,3,10,Applin,70,110,80,95,60,70,485,grass,dragon
841,842,Appletun,4,130,Applin,110,85,80,100,80,30,485,grass,dragon
842,843,Silicobra,22,76,,52,57,75,35,50,46,315,ground,
843,844,Sandaconda,38,655,Silicobra,72,107,125,65,70,71,510,ground,
844,845,Cramorant,8,180,,70,85,55,85,95,85,475,flying,water
845,846,Arrokuda,5,10,,41,63,40,40,30,66,280,water,
846,847,Barraskewda,13,300,Arrokuda,61,123,60,60,50,136,490,water,
847,848,Toxel,4,110,,40,38,35,54,35,40,242,electric,poison
848,849,Toxtricity-Amped,16,400,,75,98,70,114,70,75,502,electric,poison
849,850,Sizzlipede,7,10,,50,65,45,50,50,45,305,fire,bug
850,851,Centiskorch,30,1200,Sizzlipede,100,115,65,90,90,65,525,fire,bug
851,852,Clobbopus,6,40,,50,68,60,50,50,32,310,fighting,
852,853,Grapploct,16,390,Clobbopus,80,118,90,70,80,42,480,fighting,
853,854,Sinistea,1,2,,40,45,45,74,54,50,308,ghost,
854,855,Polteageist,2,4,Sinistea,60,65,65,134,114,70,508,ghost,
855,856,Hatenna,4,34,,42,30,45,56,53,39,265,psychic,
856,857,Hattrem,6,48,Hatenna,57,40,65,86,73,49,370,psychic,
857,858,Hatterene,21,51,Hattrem,57,90,95,136,103,29,510,psychic,fairy
858,859,Impidimp,4,55,,45,45,30,55,40,50,265,dark,fairy
859,860,Morgrem,8,125,Impidimp,65,60,45,75,55,70,370,dark,fairy
860,861,Grimmsnarl,15,610,Morgrem,95,120,65,95,75,60,510,dark,fairy
861,862,Obstagoon,16,460,Linoone,93,90,101,60,81,95,520,dark,normal
862,863,Perrserker,8,280,Meowth,70,110,100,50,60,50,440,steel,
863,864,Cursola,10,4,Corsola,60,95,50,145,130,30,510,ghost,
864,865,Sirfetchd,8,1170,Farfetchd,62,135,95,68,82,65,507,fighting,
865,866,Mr-Rime,15,582,Mr-Mime,80,85,75,110,100,70,520,ice,psychic
866,867,Runerigus,16,666,Yamask,58,95,145,50,105,30,483,ground,ghost
867,868,Milcery,2,3,,45,40,40,50,61,34,270,fairy,
868,869,Alcremie,3,5,Milcery,65,60,75,110,121,64,495,fairy,
869,870,Falinks,30,620,,65,100,100,70,60,75,470,fighting,
870,871,Pincurchin,3,10,,48,101,95,91,85,15,435,electric,
871,872,Snom,3,38,,30,25,35,45,30,20,185,ice,bug
872,873,Frosmoth,13,420,Snom,70,65,60,125,90,65,475,ice,bug
873,874,Stonjourner,25,5200,,100,125,135,20,20,70,470,rock,
874,875,Eiscue-Ice,14,890,,75,80,110,65,90,50,470,ice,
875,876,Indeedee-Male,9,280,,60,65,55,105,95,95,475,psychic,normal
876,877,Morpeko-Full-Belly,3,30,,58,95,58,70,58,97,436,electric,dark
877,878,Cufant,12,1000,,72,80,49,40,49,40,330,steel,
878,879,Copperajah,30,6500,Cufant,122,130,69,80,69,30,500,steel,
879,880,Dracozolt,18,1900,,90,100,90,80,70,75,505,electric,dragon
880,881,Arctozolt,23,1500,,90,100,90,90,80,55,505,electric,ice
881,882,Dracovish,23,2150,,90,90,100,70,80,75,505,water,dragon
882,883,Arctovish,20,1750,,90,90,100,80,90,55,505,water,ice
883,884,Duraludon,18,400,,70,95,115,120,50,85,535,steel,dragon
884,885,Dreepy,5,20,,28,60,30,40,30,82,270,dragon,ghost
885,886,Drakloak,14,110,Dreepy,68,80,50,60,50,102,410,dragon,ghost
886,887,Dragapult,30,500,Drakloak,88,120,75,100,75,142,600,dragon,ghost
887,888,Zacian,28,1100,,92,130,115,80,115,138,670,fairy,
888,889,Zamazenta,29,2100,,92,130,115,80,115,138,670,fighting,
889,890,Eternatus,200,9500,,140,85,95,145,95,130,690,poison,dragon
890,891,Kubfu,6,120,,60,90,60,53,50,72,385,fighting,
891,892,Urshifu-Single-Strike,19,1050,,100,130,100,63,60,97,550,fighting,dark
892,893,Zarude,18,700,,105,120,105,70,95,105,600,dark,grass
893,894,Regieleki,12,1450,,80,100,50,100,50,200,580,electric,
894,895,Regidrago,21,2000,,200,100,50,100,50,80,580,dragon,
895,896,Glastrier,22,8000,,100,145,130,65,110,30,580,ice,
896,897,Spectrier,20,445,,100,65,60,145,80,130,580,ghost,
897,898,Calyrex,11,77,,100,80,80,80,80,80,500,psychic,grass
898,899,Wyrdeer,18,951,Stantler,103,105,72,105,75,65,525,normal,psychic
899,900,Kleavor,18,890,Scyther,70,135,95,45,70,85,500,bug,rock
900,901,Ursaluna,24,2900,Ursaring,130,140,105,45,80,50,550,ground,normal
901,902,Basculegion-Male,30,1100,,120,112,65,80,75,78,530,water,ghost
902,903,Sneasler,13,430,Sneasel,80,130,60,40,80,120,510,fighting,poison
903,904,Overqwil,25,605,Qwilfish,85,115,95,65,65,85,510,dark,poison
904,905,Enamorus-Incarnate,16,480,,74,115,70,135,80,106,580,fairy,flying
905,906,Sprigatito,4,41,,40,61,54,45,45,65,310,grass,
906,907,Floragato,9,122,Sprigatito,61,80,63,60,63,83,410,grass,
907,908,Meowscarada,15,312,Floragato,76,110,70,81,70,123,530,grass,dark
908,909,Fuecoco,4,98,,67,45,59,63,40,36,310,fire,
909,910,Crocalor,10,307,Fuecoco,81,55,78,90,58,49,411,fire,
910,911,Skeledirge,16,3265,Crocalor,104,75,100,110,75,66,530,fire,ghost
911,912,Quaxly,5,61,,55,65,45,50,45,50,310,water,
912,913,Quaxwell,12,215,Quaxly,70,85,65,65,60,65,410,water,
913,914,Quaquaval,18,619,Quaxwell,85,120,80,85,75,85,530,water,fighting
914,915,Lechonk,5,102,,54,45,40,35,45,35,254,normal,
915,916,Oinkologne,10,1200,Lechonk,110,100,75,59,80,65,489,normal,
916,917,Tarountula,3,40,,35,41,45,29,40,20,210,bug,
917,918,Spidops,10,165,Tarountula,60,79,92,52,86,35,404,bug,
918,919,Nymble,2,10,,33,46,40,21,25,45,210,bug,
919,920,Lokix,10,175,Nymble,71,102,78,52,55,92,450,bug,dark
920,921,Pawmi,3,25,,45,50,20,40,25,60,240,electric,
921,922,Pawmo,4,65,Pawmi,60,75,40,50,40,85,350,electric,fighting
922,923,Pawmot,9,410,Pawmo,70,115,70,70,60,105,490,electric,fighting
923,924,Tandemaus,3,18,,50,50,45,40,45,75,305,normal,
924,925,Maushold,3,23,Tandemaus,74,75,70,65,75,111,470,normal,
925,926,Fidough,3,109,,37,55,70,30,55,65,312,fairy,
926,927,Dachsbun,5,149,Fidough,57,80,115,50,80,95,477,fairy,
927,928,Smoliv,3,65,,41,35,45,58,51,30,260,grass,normal
928,929,Dolliv,6,119,Smoliv,52,53,60,78,78,33,354,grass,normal
929,930,Arboliva,14,482,Dolliv,78,69,90,125,109,39,510,grass,normal
930,931,Squawkabilly,6,24,,82,96,51,45,51,92,417,normal,flying
931,932,Nacli,4,160,,55,55,75,35,35,25,280,rock,
932,933,Naclstack,6,1050,Nacli,60,60,100,35,65,35,355,rock,
933,934,Garganacl,23,2400,Naclstack,100,100,130,45,90,35,500,rock,
934,935,Charcadet,6,105,,40,50,40,50,40,35,255,fire,
935,936,Armarouge,15,850,Charcadet,85,60,100,125,80,75,525,fire,psychic
936,937,Ceruledge,16,620,Charcadet,75,125,80,60,100,85,525,fire,ghost
937,938,Tadbulb,3,4,,61,31,41,59,35,45,272,electric,
938,939,Bellibolt,12,1130,Tadbulb,109,64,91,103,83,45,495,electric,
939,940,Wattrel,4,36,,40,40,35,55,40,70,280,electric,flying
940,941,Kilowattrel,14,386,Wattrel,70,70,60,105,60,125,490,electric,flying
941,942,Maschiff,5,160,,60,78,60,40,51,51,340,dark,
942,943,Mabosstiff,11,610,Maschiff,80,120,90,60,70,85,505,dark,
943,944,Shroodle,2,7,,40,65,35,40,35,75,290,poison,normal
944,945,Grafaiai,7,272,Shroodle,63,95,65,80,72,110,485,poison,normal
945,946,Bramblin,6,6,,40,65,30,45,35,60,275,grass,ghost
946,947,Brambleghast,12,60,Bramblin,55,115,70,80,70,90,480,grass,ghost
947,948,Toedscool,9,330,,40,40,35,50,100,70,335,ground,grass
948,949,Toedscruel,19,580,Toedscool,80,70,65,80,120,100,515,ground,grass
949,950,Klawf,13,790,,70,100,115,35,55,75,450,rock,
950,951,Capsakid,3,30,,50,62,40,62,40,50,304,grass,
951,952,Scovillain,9,150,Capsakid,65,108,65,108,65,75,486,grass,fire
952,953,Rellor,2,10,,41,50,60,31,58,30,270,bug,
953,954,Rabsca,3,35,Rellor,75,50,85,115,100,45,470,bug,psychic
954,955,Flittle,2,15,,30,35,30,55,30,75,255,psychic,
955,956,Espathra,19,900,Flittle,95,60,60,101,60,105,481,psychic,
956,957,Tinkatink,4,89,,50,45,45,35,64,58,297,fairy,steel
957,958,Tinkatuff,7,591,Tinkatink,65,55,55,45,82,78,380,fairy,steel
958,959,Tinkaton,7,1128,Tinkatuff,85,75,77,70,105,94,506,fairy,steel
959,960,Wiglett,12,18,,10,55,25,35,25,95,245,water,
960,961,Wugtrio,12,54,Wiglett,35,100,50,50,70,120,425,water,
961,962,Bombirdier,15,429,,70,103,85,60,85,82,485,flying,dark
962,963,Finizen,13,602,,70,45,40,45,40,75,315,water,
963,964,Palafin,13,602,Finizen,100,70,72,53,62,100,457,water,
964,965,Varoom,10,350,,45,70,63,30,45,47,300,steel,poison
965,966,Revavroom,18,1200,Varoom,80,119,90,54,67,90,500,steel,poison
966,967,Cyclizar,16,630,,70,95,65,85,65,121,501,dragon,normal
967,968,Orthworm,25,3100,,70,85,145,60,55,65,480,steel,
968,969,Glimmet,7,80,,48,35,42,105,60,60,350,rock,poison
969,970,Glimmora,15,450,Glimmet,83,55,90,130,81,86,525,rock,poison
970,971,Greavard,6,350,,50,61,60,30,55,34,290,ghost,
971,972,Houndstone,20,150,Greavard,72,101,100,50,97,68,488,ghost,
972,973,Flamigo,16,370,,82,115,74,75,64,90,500,flying,fighting
973,974,Cetoddle,12,450,,108,68,45,30,40,43,334,ice,
974,975,Cetitan,45,7000,Cetoddle,170,113,65,45,55,73,521,ice,
975,976,Veluza,25,900,,90,102,73,78,65,70,478,water,psychic
976,977,Dondozo,120,2200,,150,100,115,65,65,35,530,water,
977,978,Tatsugiri,3,80,,68,50,60,120,95,82,475,dragon,water
978,979,Annihilape,12,560,Primeape,110,115,80,50,90,90,535,fighting,ghost
979,980,Clodsire,18,2230,Wooper,130,75,60,45,100,20,430,poison,ground
980,981,Farigiraf,32,1600,Girafarig,120,90,70,110,70,60,520,normal,psychic
981,982,Dudunsparce,36,392,Dunsparce,125,100,80,85,75,55,520,normal,
982,983,Kingambit,20,1200,Bisharp,100,135,120,60,85,50,550,dark,steel
983,984,Great-Tusk,22,3200,,115,131,131,53,53,87,570,ground,fighting
984,985,Scream-Tail,12,80,,115,65,99,65,115,111,570,fairy,psychic
985,986,Brute-Bonnet,12,210,,111,127,99,79,99,55,570,grass,dark
986,987,Flutter-Mane,14,40,,55,55,55,135,135,135,570,ghost,fairy
987,988,Slither-Wing,32,920,,85,135,79,85,105,81,570,bug,fighting
988,989,Sandy-Shocks,23,600,,85,81,97,121,85,101,570,electric,ground
989,990,Iron-Treads,9,2400,,90,112,120,72,70,106,570,ground,steel
990,991,Iron-Bundle,6,110,,56,80,114,124,60,136,570,ice,water
991,992,Iron-Hands,18,3807,,154,140,108,50,68,50,570,fighting,electric
992,993,Iron-Jugulis,13,1110,,94,80,86,122,80,108,570,dark,flying
993,994,Iron-Moth,12,360,,80,70,60,140,110,110,570,fire,poison
994,995,Iron-Thorns,16,3030,,100,134,110,70,84,72,570,rock,electric
995,996,Frigibax,5,170,,65,75,45,35,45,55,320,dragon,ice
996,997,Arctibax,8,300,Frigibax,90,95,66,45,65,62,423,dragon,ice
997,998,Baxcalibur,21,2100,Arctibax,115,145,92,75,86,87,600,dragon,ice
998,999,Gimmighoul,3,50,,45,30,70,75,70,10,300,ghost,
999,1000,Gholdengo,12,300,Gimmighoul,87,60,95,133,91,84,550,steel,ghost
1000,1001,Wo-Chien,15,742,,85,85,100,95,135,70,570,dark,grass
1001,1002,Chien-Pao,19,1522,,80,120,80,90,65,135,570,dark,ice
1002,1003,Ting-Lu,27,6997,,155,110,125,55,80,45,570,dark,ground
1003,1004,Chi-Yu,4,49,,55,80,80,135,120,100,570,dark,fire
1004,1005,Roaring-Moon,20,3800,,105,139,71,55,101,119,590,dragon,dark
1005,1006,Iron-Valiant,14,350,,74,130,90,120,60,116,590,fairy,fighting
1006,1007,Koraidon,25,3030,,100,135,115,85,100,135,670,fighting,dragon
1007,1008,Miraidon,35,2400,,100,85,100,135,115,135,670,electric,dragon
1008,1009,Walking-Wake,35,2800,,99,83,91,125,83,109,590,water,dragon
1009,1010,Iron-Leaves,15,1250,,90,130,88,70,108,104,590,grass,psychic
